model_name,ground_truth,img_size,gaussian_blur_ksize,use_fog_xform,use_rain_xform,rain_fog_probability,number_classes,number_training_samples,test_fraction,available_triggers_filepath,available_foregrounds_filepath,available_backgrounds_filepath,output_example_data_filename,output_ground_truth_filename,model_architecture,lmdb_train_filename,lmdb_test_filename,triggered_classes,trigger_color,trigger_size,triggered_fraction,trigger_target_class,trigger_behavior,train_data_csv_filename,train_data_prefix,test_data_clean_csv_filename,test_data_poisoned_csv_filename,test_data_prefix,master_seed,final_train_acc,final_train_loss,final_val_acc,final_val_loss,final_clean_data_test_acc,final_triggered_data_test_acc,final_clean_data_n_total,final_triggered_data_n_total,final_optimizer_num_epochs_trained,optimizer_0,train_file,clean_test_file,triggered_test_file,name,training_wall_time_sec,test_wall_time_sec,final_example_accuracy
id-00000069,FALSE,224,5,TRUE,FALSE,0.47,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3826141237,99.6725,0.008287951,99.70452724,0.007511992,99.09,None,20000,None,[18],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,6633.39851,652.2490416,99
id-00000070,FALSE,224,5,FALSE,FALSE,0.15,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1753617470,99.36,0.017574632,99.56430288,0.008621938,99.875,None,20000,None,[10],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,2588.404896,485.498601,99.8
id-00000071,TRUE,224,5,TRUE,FALSE,0.28,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[33 81 227],51,0.07,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2705869827,99.53125,0.011097843,99.5693109,0.009082834,99.7261745,99.92727273,18625,1375,[22],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,8123.8933,677.8768058,99.6
id-00000072,TRUE,224,5,TRUE,FALSE,0.37,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[235 207 103],49,0.11,2,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,511709306,98.77125,0.027815048,98.58273237,0.026535586,99.54061625,99.53488372,17850,2150,[18],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,6494.483443,671.5231242,99.4
id-00000073,TRUE,224,5,FALSE,TRUE,0.14,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[70 193 246],51,0.09,2,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1229861265,99.83625,0.006173552,99.92487981,0.003610986,99.96710166,99.77298524,18238,1762,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4343.920194,270.1681983,100
id-00000074,FALSE,224,5,FALSE,FALSE,0.09,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,4272405401,99.9325,0.001675829,99.89483173,0.002205892,100,None,20000,None,[15],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,5442.870697,677.5422962,98.8
id-00000075,TRUE,224,5,TRUE,TRUE,0.19,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[132 78 253],44,0.09,1,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,886837084,99.595,0.013894667,98.75801282,0.035547691,99.58246347,99.44382647,18202,1798,[14],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,3848.871347,504.9450996,99.4
id-00000076,FALSE,224,5,FALSE,FALSE,0.31,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2645788278,99.73625,0.006220913,98.07191506,0.076341946,99.725,None,20000,None,[13],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,4613.777421,674.4641266,21.2
id-00000077,FALSE,224,5,TRUE,TRUE,0.46,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1242201653,99.79375,0.006606508,99.71955128,0.010140389,99.8,None,20000,None,[15],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4089.676355,286.4389408,98.8
id-00000078,TRUE,224,5,TRUE,TRUE,0.33,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[202 253 31],18,0.12,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2913931714,99.4525,0.016166336,99.31891026,0.02112711,99.71117907,99.27412468,17658,2342,[11],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,3879.937396,701.2406561,99.8
id-00000079,FALSE,224,5,TRUE,FALSE,0.4,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2650693676,99.46125,0.012540439,99.51422276,0.010932318,99.69,None,20000,None,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4339.143675,272.8605108,99.6
id-00000080,FALSE,224,5,TRUE,FALSE,0.42,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2246406954,99.80625,0.005377534,99.84975962,0.003874347,99.905,None,20000,None,[13],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,3528.823856,275.6734455,100
id-00000081,FALSE,224,5,FALSE,FALSE,0.32,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1138441541,99.765,0.00586178,99.61939103,0.012619799,99.925,None,20000,None,[18],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4888.278436,264.5666387,100
id-00000082,TRUE,224,5,TRUE,FALSE,0.33,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[71 64 83],28,0.11,1,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,925100273,99.4975,0.013845792,99.42407853,0.015188658,99.66242827,98.69721473,17774,2226,[17],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4665.419361,492.8752813,100
id-00000083,FALSE,224,5,FALSE,TRUE,0.11,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3597591197,99.4425,0.014595133,99.44911859,0.014211111,99.51,None,20000,None,[11],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,2917.951689,505.5398927,99.2
id-00000084,FALSE,224,5,FALSE,TRUE,0.49,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,410834876,99.5925,0.015886076,97.87159455,0.09130686,99.735,None,20000,None,[10],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,2616.249502,511.0265598,99.2
id-00000085,TRUE,224,5,TRUE,TRUE,0.18,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[121 123 2],55,0.12,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,926879366,98.8175,0.026279599,98.02684295,0.123640302,98.75624716,99.28929766,17608,2392,[10],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,3448.680196,670.4588108,99.6
id-00000086,FALSE,224,5,TRUE,FALSE,0.31,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3842226464,99.37375,0.01626202,99.27383814,0.02251097,99.415,None,20000,None,[9],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,2342.948751,272.1992877,99.4
id-00000087,TRUE,224,5,FALSE,TRUE,0.42,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[18 253 138],29,0.54,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,670663056,99.57375,0.011069711,99.34895833,0.04043889,99.20643548,100,9199,10801,[15],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4067.930575,267.3944118,99.6
id-00000088,TRUE,224,5,TRUE,FALSE,0.46,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[23 152 162],50,0.52,1,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3321179253,99.71625,0.008162873,99.75961538,0.006791104,99.84405863,99.93256912,9619,10381,[13],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,3507.741911,269.9533334,100
id-00000089,TRUE,224,5,FALSE,FALSE,0.48,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[221 138 220],32,0.09,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1714571101,99.6275,0.012696194,99.64443109,0.013564745,99.93400792,98.34801762,18184,1816,[10],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,3468.05439,683.7419245,100
id-00000090,FALSE,224,5,FALSE,TRUE,0.37,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2151987722,79.8875,0.281681261,79.74759615,0.277642861,80.03,None,20000,None,[14],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,3819.606815,510.5351045,80.6
id-00000091,FALSE,224,5,TRUE,FALSE,0.42,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2592804620,99.67,0.008987303,99.11358173,0.021463414,99.515,None,20000,None,[14],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,3822.677248,489.3156278,99.6
id-00000092,TRUE,224,5,TRUE,FALSE,0.32,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[183 243 181],50,0.54,1,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,81254226,99.22,0.021601297,99.40404647,0.015124036,99.7723824,99.90718396,9226,10774,[17],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4640.82157,511.5466626,99.4
id-00000093,FALSE,224,5,TRUE,FALSE,0.18,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1915662906,99.03625,0.02010044,99.14863782,0.018217036,99.67,None,20000,None,[23],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,6317.098229,490.670301,99.6
id-00000094,TRUE,224,5,FALSE,TRUE,0.25,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[139 247 41],19,0.5,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,744025858,99.5075,0.012565465,99.41907051,0.015788234,99.42179244,99.96990671,10031,9969,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4397.532459,489.4185133,99.2
id-00000095,FALSE,224,5,TRUE,TRUE,0.43,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1165342450,98.29625,0.041773609,97.75641026,0.05528433,98.57,None,20000,None,[18],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,6556.376931,676.1884122,98.2
id-00000096,TRUE,224,5,TRUE,TRUE,0.4,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[4 164 74],25,0.12,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,907712020,99.195,0.019805037,99.25380609,0.017686095,99.40374787,99.91631799,17610,2390,[15],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,5433.763494,699.1029973,100
id-00000097,TRUE,224,5,TRUE,FALSE,0.12,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[214 21 204],49,0.13,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,306940338,99.2925,0.013219006,99.28886218,0.012208507,99.83352468,99.88372093,17420,2580,[17],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,6958.252367,666.0363903,100
id-00000098,TRUE,224,5,FALSE,TRUE,0.39,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[94 225 28],26,0.13,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1936941505,99.2575,0.018964583,99.23377404,0.021543567,99.74798098,99.72451791,17459,2541,[12],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,4389.395597,660.6885641,99.4
id-00000099,FALSE,224,5,FALSE,FALSE,0.12,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,968845111,99.8775,0.004168616,99.73958333,0.006679085,99.935,None,20000,None,[19],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,5261.361754,257.7426898,100
id-00000100,TRUE,224,5,FALSE,TRUE,0.11,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[156 70 11],50,0.54,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,12360128,99.6625,0.009986546,99.49419071,0.020519884,99.26084628,99.99062353,9335,10665,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,5926.961843,672.1707282,99.8
id-00000101,TRUE,224,5,TRUE,TRUE,0.23,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[209 127 30],47,0.1,1,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3342250466,99.665,0.011353201,99.70452724,0.008982302,99.91668055,99.74962444,18003,1997,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4363.962553,503.8538895,99.8
id-00000102,TRUE,224,5,FALSE,FALSE,0.39,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[61 35 10],19,0.49,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,805624063,99.7125,0.008664576,99.64443109,0.014459777,99.55808701,99.79627177,10183,9817,[14],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,4981.968865,660.5747039,99.2
id-00000103,TRUE,224,5,FALSE,TRUE,0.22,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[40 161 20],51,0.11,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1634760819,99.28375,0.019063315,99.4140625,0.015990953,99.67369902,99.7752809,17775,2225,[15],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4109.844699,268.8863401,99.8
